function_id,language,cc_band,cc_value,source_code,annotator_dg,annotator_rw,final_label,notes
PY-040,python,CC9-12,10,"def cal_value_loss(self, values, value_preds_batch, return_batch, active_masks_batch):
        """"""
        Calculate value function loss.
        :param values: (torch.Tensor) value function predictions.
        :param value_preds_batch: (torch.Tensor) ""old"" value  predictions from data batch (used for value clip loss)
        :param return_batch: (torch.Tensor) reward to go returns.
        :param active_masks_batch: (torch.Tensor) denotes if agent is active or dead at a given timesep.

        :return value_loss: (torch.Tensor) value function loss.
        """"""
        if self._use_popart or self._use_valuenorm:
            value_pred_clipped = value_preds_batch + (values - value_preds_batch).clamp(-self.clip_param,
                                                                                        self.clip_param)
            error_clipped = self.value_normalizer.normalize(return_batch) - value_pred_clipped
            error_original = self.value_normalizer.normalize(return_batch) - values
        else:
            value_pred_clipped = value_preds_batch + (values - value_preds_batch).clamp(-self.clip_param,
                                                                                        self.clip_param)
            error_clipped = return_batch - value_pred_clipped
            error_original = return_batch - values

        if self._use_huber_loss:
            value_loss_clipped = huber_loss(error_clipped, self.huber_delta)
            value_loss_original = huber_loss(error_original, self.huber_delta)
        else:
            value_loss_clipped = mse_loss(error_clipped)
            value_loss_original = mse_loss(error_original)

        if self._use_clipped_value_loss:
            value_loss = torch.max(value_loss_original, value_loss_clipped)
        else:
            value_loss = value_loss_original

        if self._use_value_active_masks:
            value_loss = (value_loss * active_masks_batch).sum() / active_masks_batch.sum()
        else:
            value_loss = value_loss.mean()

        return value_loss",Hard,Hard,Hard,
PY-048,python,CC9-12,9,"def act(self, cent_obs, obs, rnn_states_actor, masks, available_actions=None, deterministic=True):
        """"""
        Compute actions using the given inputs.
        :param obs (np.ndarray): local agent inputs to the actor.
        :param rnn_states_actor: (np.ndarray) if actor is RNN, RNN states for actor.
        :param masks: (np.ndarray) denotes points at which RNN states should be reset.
        :param available_actions: (np.ndarray) denotes which actions are available to agent
                                  (if None, all actions available)
        :param deterministic: (bool) whether the action should be mode of distribution or should be sampled.
        """"""

        # this function is just a wrapper for compatibility
        rnn_states_critic = np.zeros_like(rnn_states_actor)
        _, actions, _, rnn_states_actor, _ = self.get_actions(cent_obs,
                                                              obs,
                                                              rnn_states_actor,
                                                              rnn_states_critic,
                                                              masks,
                                                              available_actions,
                                                              deterministic)

        return actions, rnn_states_actor",Maintainable,Maintainable,Maintainable,
PY-003,python,CC13-15,14,"def insert_bf_subcluster(self, subcluster, set_bits, ps, singly):
        """"""Insert a new subcluster into the node.""""""
        if not self.subclusters_:
            self.append_subcluster(subcluster)
            return False

        threshold = self.threshold
        branching_factor = self.branching_factor
        # We need to find the closest subcluster among all the
        # subclusters so that we can insert our new subcluster.
        a = np.dot(self.centroids_, subcluster.centroid_)
        sim_matrix = a / (np.sum(self.centroids_, axis = 1) + set_bits - a)
        closest_index = np.argmax(sim_matrix)
        closest_subcluster = self.subclusters_[closest_index]

        # If the subcluster has a child, we need a recursive strategy.
        if closest_subcluster.child_ is not None:
            ps = closest_subcluster
            split_child = closest_subcluster.child_.insert_bf_subcluster(subcluster, set_bits, ps, singly)

            if not split_child:
                # If it is determined that the child need not be split, we
                # can just update the closest_subcluster
                closest_subcluster.update(subcluster)
                self.init_centroids_[closest_index] = self.subclusters_[closest_index].centroid_
                self.centroids_[closest_index] = self.subclusters_[closest_index].centroid_
                return False

            # things not too good. we need to redistribute the subclusters in
            # our child node, and add a new subcluster in the parent
            # subcluster to accommodate the new child.
            else:
                new_subcluster1, new_subcluster2 = _split_node(
                    closest_subcluster.child_,
                    threshold,
                    branching_factor,
                    singly
                )
                self.update_split_subclusters(
                    closest_subcluster, new_subcluster1, new_subcluster2, singly
                )

                if len(self.subclusters_) > self.branching_factor:
                    return True
                return False

        # good to go!
        else:
            merged = closest_subcluster.merge_subcluster(subcluster, self.threshold)
            if merged:
                self.centroids_[closest_index] = closest_subcluster.centroid_
                self.init_centroids_[closest_index] = closest_subcluster.centroid_
                if not singly:
                    closest_subcluster.parent_ = ps
                return False

            # not close to any other subclusters, and we still
            # have space, so add.
            elif len(self.subclusters_) < self.branching_factor:
                self.append_subcluster(subcluster)
                if not singly:
                    closest_subcluster.parent_ = ps
                return False

            # We do not have enough space nor is it closer to an
            # other subcluster. We need to split.
            else:
                self.append_subcluster(subcluster)
                return True",Hard,Hard,Hard,
PY-004,python,CC13-15,14,"def fit_BFs(self, X):
        """"""
        Method to fit a BitBirch model with the given BitFeatyres.

        Parameters:
        -----------
        X : list of BitFeatures

        Returns:
        --------
        self
        """"""

        # Check that the input is a list of BitFeatures
        if type(X) != list or len(X[0]) != 3:
            raise ValueError('The input must be a list of BitFeatures')
        
        threshold = self.threshold
        branching_factor = self.branching_factor

        n_features = len(X[0][1])
        d_type = X[0][1].dtype

        # If partial_fit is called for the first time or fit is called, we
        # start a new tree.
        if self.first_call:
            # The first root is the leaf. Manipulate this object throughout.
            self.root_ = _BFNode(
                threshold=threshold,
                branching_factor=branching_factor,
                is_leaf=True,
                n_features=n_features,
                dtype=d_type,
            )
    
            # To enable getting back subclusters.
            self.dummy_leaf_ = _BFNode(
                threshold=threshold,
                branching_factor=branching_factor,
                is_leaf=True,
                n_features=n_features,
                dtype=d_type,
            )
            self.dummy_leaf_.next_leaf_ = self.root_
            self.root_.prev_leaf_ = self.dummy_leaf_

        for sample in iter(X):

            cluster = _BFSubcluster()
            cluster.n_samples_, cluster.linear_sum_, cluster.mol_indices = sample[0], sample[1], sample[2]
            cluster.centroid_ = calc_centroid(cluster.linear_sum_, cluster.n_samples_)

            set_bits = np.sum(cluster.centroid_)
            split = self.root_.insert_bf_subcluster(cluster, set_bits, cluster.parent_, True)

            if split:
                new_subcluster1, new_subcluster2 = _split_node(
                    self.root_, threshold, branching_factor, True
                )
                del self.root_
                self.root_ = _BFNode(
                    threshold=threshold,
                    branching_factor=branching_factor,
                    is_leaf=False,
                    n_features=n_features,
                    dtype=d_type,
                )
                self.root_.append_subcluster(new_subcluster1)
                self.root_.append_subcluster(new_subcluster2)
            self.index_tracker += 1

        centroids = np.concatenate([leaf.centroids_ for leaf in self._get_leaves()])
        self.subcluster_centers_ = centroids
        self._n_features_out = self.subcluster_centers_.shape[0]
        
        self.first_call = False
        return self",Maintainable,Maintainable,Maintainable,
PY-012,python,CC13-15,15,"def reassign(self, X, top=20, quick=False):
        """"""
        Reassign molecules across the user-specified (default 20) top largest clusters in the tree based on the tanimoto similarity matrix. 

        Parameters
        ----------
        X : {array-like, sparse matrix} of shape (n_samples, n_features)
            Input data.

        top: int
            default: 20; specifies number of top largest clusters to reassign

        quick: boolean
            default: False; if quick specifed, the whole tree will not be return, but a dictionary of top cluster data will be returned

        Return
        ------
        quick return: dict
            dictionary sorted by largest to smallest newly reassigned top clusters

        self
            Fitted estimator.
        """"""
        top_clusters, centroids, mol_indices, data_top_clusters = self._get_top_cluster_params(X, top)
        row_max = self._get_sim_matrix(data_top_clusters, centroids)


        final_clusters = {i: [] for i in np.unique(row_max)}
        for mol, cluster_idx in zip(mol_indices, row_max):
            final_clusters[cluster_idx].append(mol)
        
        if quick:
            return dict(sorted(final_clusters.items(), key=lambda item: len(item[1]), reverse=True))    #Return dict sorted by largest to smallest newly reassigned top clusters
        
        else:
            sub_clusters = [sc for leaf in self._get_leaves() for sc in leaf.subclusters_]
            assert len(sub_clusters) == len(self.get_cluster_mol_ids())
           
            top_sub_clusters = sorted(sub_clusters, key=lambda c: c.n_samples_, reverse=True)[:top]
   
            for sc, tc in zip(top_sub_clusters, top_clusters):
                assert sc.n_samples_ == len(tc)

            for cluster, c_ids in zip(top_sub_clusters, final_clusters.values()):
                cluster.n_samples_ = len(c_ids)
                cluster.linear_sum = np.sum(X[c_ids], axis=0)
                cluster.mol_indices = c_ids
                cluster.centroid_ = calc_centroid(cluster.linear_sum_, cluster.n_samples_)
        return self",Hard,Hard,Hard,
PY-041,python,CC13-15,13,"def ppo_update(self, sample, update_actor=True):
        """"""
        Update actor and critic networks.
        :param sample: (Tuple) contains data batch with which to update networks.
        :update_actor: (bool) whether to update actor network.

        :return value_loss: (torch.Tensor) value function loss.
        :return critic_grad_norm: (torch.Tensor) gradient norm from critic update.
        ;return policy_loss: (torch.Tensor) actor(policy) loss value.
        :return dist_entropy: (torch.Tensor) action entropies.
        :return actor_grad_norm: (torch.Tensor) gradient norm from actor update.
        :return imp_weights: (torch.Tensor) importance sampling weights.
        """"""
        share_obs_batch, obs_batch, rnn_states_batch, rnn_states_critic_batch, actions_batch, \
        value_preds_batch, return_batch, masks_batch, active_masks_batch, old_action_log_probs_batch, \
        adv_targ, available_actions_batch, factor_batch = sample



        old_action_log_probs_batch = check(old_action_log_probs_batch).to(**self.tpdv)
        adv_targ = check(adv_targ).to(**self.tpdv)


        value_preds_batch = check(value_preds_batch).to(**self.tpdv)
        return_batch = check(return_batch).to(**self.tpdv)


        active_masks_batch = check(active_masks_batch).to(**self.tpdv)

        factor_batch = check(factor_batch).to(**self.tpdv)
        # Reshape to do in a single forward pass for all steps
        values, action_log_probs, dist_entropy = self.policy.evaluate_actions(share_obs_batch,
                                                                              obs_batch, 
                                                                              rnn_states_batch, 
                                                                              rnn_states_critic_batch, 
                                                                              actions_batch, 
                                                                              masks_batch, 
                                                                              available_actions_batch,
                                                                              active_masks_batch)
        # actor update
        imp_weights = torch.prod(torch.exp(action_log_probs - old_action_log_probs_batch),dim=-1,keepdim=True)

        surr1 = imp_weights * adv_targ
        surr2 = torch.clamp(imp_weights, 1.0 - self.clip_param, 1.0 + self.clip_param) * adv_targ

        if self._use_policy_active_masks:
            policy_action_loss = (-torch.sum(factor_batch * torch.min(surr1, surr2),
                                             dim=-1,
                                             keepdim=True) * active_masks_batch).sum() / active_masks_batch.sum()
        else:
            policy_action_loss = -torch.sum(factor_batch * torch.min(surr1, surr2), dim=-1, keepdim=True).mean()

        policy_loss = policy_action_loss

        self.policy.actor_optimizer.zero_grad()

        if update_actor:
            (policy_loss - dist_entropy * self.entropy_coef).backward()

        if self._use_max_grad_norm:
            actor_grad_norm = nn.utils.clip_grad_norm_(self.policy.actor.parameters(), self.max_grad_norm)
        else:
            actor_grad_norm = get_gard_norm(self.policy.actor.parameters())

        self.policy.actor_optimizer.step()

        value_loss = self.cal_value_loss(values, value_preds_batch, return_batch, active_masks_batch)

        self.policy.critic_optimizer.zero_grad()

        (value_loss * self.value_loss_coef).backward()

        if self._use_max_grad_norm:
            critic_grad_norm = nn.utils.clip_grad_norm_(self.policy.critic.parameters(), self.max_grad_norm)
        else:
            critic_grad_norm = get_gard_norm(self.policy.critic.parameters())

        self.policy.critic_optimizer.step()

        return value_loss, critic_grad_norm, policy_loss, dist_entropy, actor_grad_norm, imp_weights",Maintainable,Maintainable,Maintainable,
PY-042,python,CC13-15,15,"def train(self, buffer, update_actor=True):
        """"""
        Perform a training update using minibatch GD.
        :param buffer: (SharedReplayBuffer) buffer containing training data.
        :param update_actor: (bool) whether to update actor network.

        :return train_info: (dict) contains information regarding training update (e.g. loss, grad norms, etc).
        """"""
        if self._use_popart:
            advantages = buffer.returns[:-1] - self.value_normalizer.denormalize(buffer.value_preds[:-1])
        else:
            advantages = buffer.returns[:-1] - buffer.value_preds[:-1]

        advantages_copy = advantages.copy()
        advantages_copy[buffer.active_masks[:-1] == 0.0] = np.nan
        mean_advantages = np.nanmean(advantages_copy)
        std_advantages = np.nanstd(advantages_copy)
        advantages = (advantages - mean_advantages) / (std_advantages + 1e-5)

        train_info = {}

        train_info['value_loss'] = 0
        train_info['policy_loss'] = 0
        train_info['dist_entropy'] = 0
        train_info['actor_grad_norm'] = 0
        train_info['critic_grad_norm'] = 0
        train_info['ratio'] = 0

        for _ in range(self.ppo_epoch):
            if self._use_recurrent_policy:
                data_generator = buffer.recurrent_generator(advantages, self.num_mini_batch, self.data_chunk_length)
            elif self._use_naive_recurrent:
                data_generator = buffer.naive_recurrent_generator(advantages, self.num_mini_batch)
            else:
                data_generator = buffer.feed_forward_generator(advantages, self.num_mini_batch)

            for sample in data_generator:
                value_loss, critic_grad_norm, policy_loss, dist_entropy, actor_grad_norm, imp_weights = self.ppo_update(sample, update_actor=update_actor)

                train_info['value_loss'] += value_loss.item()
                train_info['policy_loss'] += policy_loss.item()
                train_info['dist_entropy'] += dist_entropy.item()
                train_info['actor_grad_norm'] += actor_grad_norm
                train_info['critic_grad_norm'] += critic_grad_norm
                train_info['ratio'] += imp_weights.mean()

        num_updates = self.ppo_epoch * self.num_mini_batch

        for k in train_info.keys():
            train_info[k] /= num_updates
 
        return train_info",Hard,Hard,Hard,
PY-043,python,CC13-15,15,"def get_actions(self, cent_obs, obs, rnn_states_actor, rnn_states_critic, masks, available_actions=None,
                    deterministic=False):
        """"""
        Compute actions and value function predictions for the given inputs.
        :param cent_obs (np.ndarray): centralized input to the critic.
        :param obs (np.ndarray): local agent inputs to the actor.
        :param rnn_states_actor: (np.ndarray) if actor is RNN, RNN states for actor.
        :param rnn_states_critic: (np.ndarray) if critic is RNN, RNN states for critic.
        :param masks: (np.ndarray) denotes points at which RNN states should be reset.
        :param available_actions: (np.ndarray) denotes which actions are available to agent
                                  (if None, all actions available)
        :param deterministic: (bool) whether the action should be mode of distribution or should be sampled.

        :return values: (torch.Tensor) value function predictions.
        :return actions: (torch.Tensor) actions to take.
        :return action_log_probs: (torch.Tensor) log probabilities of chosen actions.
        :return rnn_states_actor: (torch.Tensor) updated actor network RNN states.
        :return rnn_states_critic: (torch.Tensor) updated critic network RNN states.
        """"""
        actions, action_log_probs, rnn_states_actor = self.actor(obs,
                                                                 rnn_states_actor,
                                                                 masks,
                                                                 available_actions,
                                                                 deterministic)

        values, rnn_states_critic = self.critic(cent_obs, rnn_states_critic, masks)
        return values, actions, action_log_probs, rnn_states_actor, rnn_states_critic",Maintainable,Maintainable,Maintainable,
PY-049,python,CC5-8,5,"def merge_intervals(intervals):
    if not intervals:
        return []
    intervals = sorted(intervals, key=lambda x: x[0])
    merged = [intervals[0]]
    for current in intervals[1:]:
        last = merged[-1]
        if current[0] <= last[1]:
            if current[1] > last[1]:
                merged[-1] = (last[0], current[1])
        else:
            merged.append(current)
    return merged",Hard,Hard,Hard,
PY-050,python,CC5-8,6,"def schedule_tasks(tasks, max_workers=4):
    queue = sorted(tasks, key=lambda t: t.get(""priority"", 0), reverse=True)
    assignments = {i: [] for i in range(max_workers)}
    loads = [0] * max_workers
    for task in queue:
        duration = task.get(""duration"", 1)
        target = 0
        for w in range(max_workers):
            if loads[w] < loads[target]:
                target = w
        if duration <= 0:
            continue
        assignments[target].append(task)
        loads[target] += duration
    return assignments",Maintainable,Maintainable,Maintainable,
PY-051,python,CC9-12,9,"def compute_discount(total, customer_tier, coupon=None, is_first_order=False):
    rate = 0.0
    if customer_tier == ""gold"":
        rate = 0.15
    elif customer_tier == ""silver"":
        rate = 0.10
    elif customer_tier == ""bronze"":
        rate = 0.05
    if coupon:
        if coupon.startswith(""SALE""):
            rate += 0.05
        elif coupon.startswith(""VIP""):
            rate += 0.10
    if is_first_order:
        rate += 0.05
    if rate > 0.5:
        rate = 0.5
    return total * (1 - rate)",Hard,Hard,Hard,
PY-052,python,CC9-12,11,"def validate_password(password, min_length=8, require_digit=True, require_upper=True, require_special=False):
    if len(password) < min_length:
        return False
    has_digit = any(c.isdigit() for c in password)
    has_upper = any(c.isupper() for c in password)
    has_special = any(not c.isalnum() for c in password)
    if require_digit and not has_digit:
        return False
    if require_upper and not has_upper:
        return False
    if require_special and not has_special:
        return False
    return True",Maintainable,Maintainable,Maintainable,
PY-053,python,CC9-12,9,"def calculate_shipping(weight_kg, distance_km, express=False, fragile=False, country=""domestic""):
    base = 5.0
    if weight_kg > 1:
        base += (weight_kg - 1) * 1.5
    if distance_km > 100:
        base += (distance_km - 100) * 0.02
    elif distance_km > 50:
        base += (distance_km - 50) * 0.01
    if express:
        base *= 1.5
    if fragile:
        base += 3.0
    if country == ""international"":
        base *= 2.0
    elif country == ""regional"":
        base *= 1.2
    if base > 200:
        base = 200.0
    return round(base, 2)",Hard,Hard,Hard,
PY-054,python,CC9-12,11,"def build_query_string(params, sort_keys=True, exclude_none=True, encode_spaces=True):
    items = list(params.items())
    if sort_keys:
        items.sort(key=lambda kv: kv[0])
    parts = []
    for key, value in items:
        if value is None:
            if exclude_none:
                continue
            value = """"
        if isinstance(value, bool):
            value = ""true"" if value else ""false""
        elif isinstance(value, (list, tuple)):
            for v in value:
                encoded_v = str(v).replace("" "", ""+"") if encode_spaces else str(v)
                parts.append(f""{key}={encoded_v}"")
            continue
        encoded_value = str(value).replace("" "", ""+"") if encode_spaces else str(value)
        parts.append(f""{key}={encoded_value}"")
    return ""&"".join(parts)",Maintainable,Maintainable,Maintainable,
PY-055,python,CC9-12,12,"def normalize_path(path, base=None, strict=False, allow_empty=False):
    if path is None:
        if allow_empty:
            return """"
        raise ValueError(""path is required"")
    if base:
        if not path.startswith(""/""):
            path = base.rstrip(""/"") + ""/"" + path
    parts = path.split(""/"")
    cleaned = []
    for part in parts:
        if part == """" or part == ""."":
            continue
        if part == "".."":
            if cleaned and strict:
                cleaned.pop()
            elif not strict:
                cleaned.append(part)
        else:
            cleaned.append(part)
    return ""/"" + ""/"".join(cleaned)",Hard,Hard,Hard,
PY-056,python,CC13-15,14,"def classify_shipment_priority(weight_kg, distance_km, value_usd, is_perishable, is_fragile, customer_tier):
    score = 0
    if weight_kg > 20:
        score += 1
    elif weight_kg > 10:
        score += 2
    else:
        score += 3
    if distance_km > 500:
        score -= 2
    elif distance_km > 200:
        score -= 1
    if value_usd > 1000:
        score += 3
    elif value_usd > 100:
        score += 1
    if is_perishable:
        score += 4
    if is_fragile:
        score += 1
    if customer_tier == ""gold"":
        score += 2
    elif customer_tier == ""silver"":
        score += 1
    if score >= 8:
        return ""urgent""
    elif score >= 5:
        return ""high""
    elif score >= 2:
        return ""normal""
    else:
        return ""low""",Maintainable,Maintainable,Maintainable,
PY-057,python,CC13-15,14,"def parse_csv_line(line, delimiter="","", quote_char='""', trim_whitespace=False, skip_empty=False):
    fields = []
    current = """"
    in_quotes = False
    i = 0
    while i < len(line):
        ch = line[i]
        if in_quotes:
            if ch == quote_char:
                if i + 1 < len(line) and line[i + 1] == quote_char:
                    current += quote_char
                    i += 1
                else:
                    in_quotes = False
            else:
                current += ch
        else:
            if ch == quote_char:
                in_quotes = True
            elif ch == delimiter:
                if trim_whitespace:
                    current = current.strip()
                if not (skip_empty and current == """"):
                    fields.append(current)
                current = """"
            else:
                current += ch
        i += 1
    if trim_whitespace:
        current = current.strip()
    if not (skip_empty and current == """"):
        fields.append(current)
    return fields",Hard,Hard,Hard,
PY-058,python,CC13-15,15,"def compute_loan_eligibility(income, credit_score, existing_debt, employment_years, age, has_collateral):
    if age < 18 or age > 70:
        return False
    if credit_score < 500:
        return False
    debt_ratio = existing_debt / income if income > 0 else 1.0
    if debt_ratio > 0.5:
        if not has_collateral:
            return False
        elif credit_score < 650:
            return False
    if employment_years < 1:
        if credit_score < 700:
            return False
    elif employment_years < 3:
        if credit_score < 600:
            return False
    if credit_score >= 750:
        return True
    elif credit_score >= 650:
        return debt_ratio <= 0.4
    else:
        return debt_ratio <= 0.2 and has_collateral",Maintainable,Maintainable,Maintainable,
PY-059,python,CC13-15,14,"def tokenize_simple_expression(text):
    tokens = []
    i = 0
    n = len(text)
    while i < n:
        ch = text[i]
        if ch.isspace():
            i += 1
            continue
        elif ch.isdigit():
            j = i
            while j < n and (text[j].isdigit() or text[j] == "".""):
                j += 1
            tokens.append((""NUMBER"", text[i:j]))
            i = j
        elif ch.isalpha():
            j = i
            while j < n and text[j].isalnum():
                j += 1
            tokens.append((""IDENT"", text[i:j]))
            i = j
        elif ch in ""+-*/()"":
            tokens.append((""OP"", ch))
            i += 1
        elif ch == ""."" and i + 1 < n and text[i + 1].isdigit():
            tokens.append((""NUMBER"", "".""))
            i += 1
        else:
            raise ValueError(f""Unexpected character: {ch}"")
    return tokens",Hard,Hard,Hard,
PY-060,python,CC13-15,13,"def grade_exam(score, attendance_pct, has_late_penalty, extra_credit, is_makeup_exam, has_disability_accommodation):
    adjusted = score
    if has_late_penalty:
        if has_disability_accommodation:
            adjusted -= 2
        else:
            adjusted -= 5
    adjusted += extra_credit
    if attendance_pct < 50:
        if has_disability_accommodation:
            adjusted -= 5
        else:
            adjusted -= 10
    elif attendance_pct < 75:
        adjusted -= 5
    if is_makeup_exam:
        adjusted = min(adjusted, 80)
    if adjusted >= 90:
        grade = ""A""
    elif adjusted >= 80:
        grade = ""B""
    elif adjusted >= 70:
        grade = ""C""
    elif adjusted >= 60:
        grade = ""D""
    else:
        grade = ""F""
    if grade == ""F"" and attendance_pct >= 90:
        grade = ""D""
    return grade",Maintainable,Maintainable,Maintainable,
PY-061,python,CC13-15,13,"def resolve_route(start, end, traffic_level, vehicle_type, has_toll_pass, is_night):
    base_time = abs(end - start)
    if vehicle_type == ""truck"":
        base_time *= 1.5
    elif vehicle_type == ""motorbike"":
        base_time *= 0.8
    if traffic_level == ""heavy"":
        base_time *= 2.0
    elif traffic_level == ""moderate"":
        base_time *= 1.3
    elif traffic_level == ""light"":
        base_time *= 1.0
    if is_night:
        if vehicle_type == ""truck"":
            base_time *= 0.9
        else:
            base_time *= 0.95
    toll_cost = 0
    if not has_toll_pass:
        if vehicle_type == ""truck"":
            toll_cost = 50
        elif vehicle_type == ""car"":
            toll_cost = 20
        else:
            toll_cost = 5
    if base_time > 120:
        route_label = ""long""
    elif base_time > 60:
        route_label = ""medium""
    else:
        route_label = ""short""
    return {""time"": base_time, ""toll"": toll_cost, ""label"": route_label}",Hard,Hard,Hard,
PY-062,python,CC13-15,15,"def validate_form_submission(fields, required_fields, max_lengths, custom_validators):
    errors = []
    for field in required_fields:
        if field not in fields or not fields[field]:
            errors.append(f""{field} is required"")
    for field, value in fields.items():
        if field in max_lengths:
            if value and len(value) > max_lengths[field]:
                errors.append(f""{field} exceeds max length"")
        if field in custom_validators:
            validator = custom_validators[field]
            if value:
                if not validator(value):
                    errors.append(f""{field} failed validation"")
    if ""email"" in fields and fields[""email""]:
        if ""@"" not in fields[""email""]:
            errors.append(""invalid email"")
        elif fields[""email""].count(""@"") > 1:
            errors.append(""invalid email"")
    return errors",Maintainable,Maintainable,Maintainable,
PY-063,python,CC13-15,13,"def compute_tax_bracket(income, filing_status, deductions, dependents, is_senior):
    taxable = income - deductions
    if dependents > 0:
        taxable -= dependents * 2000
    if is_senior:
        taxable -= 1500
    if taxable < 0:
        taxable = 0
    if filing_status == ""single"":
        if taxable <= 10000:
            rate = 0.10
        elif taxable <= 40000:
            rate = 0.15
        elif taxable <= 90000:
            rate = 0.25
        else:
            rate = 0.35
    elif filing_status == ""married"":
        if taxable <= 20000:
            rate = 0.10
        elif taxable <= 80000:
            rate = 0.15
        else:
            rate = 0.25
    else:
        rate = 0.20
    tax = taxable * rate
    if is_senior and tax > 0:
        tax *= 0.95
    return round(tax, 2)",Hard,Hard,Hard,
PY-064,python,CC13-15,13,"def detect_anomaly(readings, baseline, tolerance_pct, min_consecutive, allow_negative_spike, smoothing=False, reset_on_recovery=True):
    anomalies = []
    consecutive = 0
    prev_value = None
    for i, value in enumerate(readings):
        if smoothing and prev_value is not None:
            value = (value + prev_value) / 2
        deviation = (value - baseline) / baseline if baseline != 0 else 0
        is_high = deviation > tolerance_pct
        is_low = deviation < -tolerance_pct and not allow_negative_spike
        if is_high or is_low:
            consecutive += 1
            if consecutive >= min_consecutive:
                if is_high:
                    anomalies.append((i, ""high""))
                elif is_low:
                    anomalies.append((i, ""low""))
        else:
            if reset_on_recovery:
                consecutive = 0
            elif consecutive > 0:
                consecutive -= 1
        prev_value = value
    return anomalies",Maintainable,Maintainable,Maintainable,
PY-065,python,CC13-15,14,"def assign_seat(passenger, available_seats, preferences, is_vip, group_size):
    if is_vip:
        for seat in available_seats:
            if seat.get(""class"") == ""first"":
                return seat
    if group_size > 1:
        for seat in available_seats:
            if seat.get(""adjacent_free"", 0) >= group_size - 1:
                return seat
    if preferences.get(""window""):
        for seat in available_seats:
            if seat.get(""type"") == ""window"":
                return seat
    elif preferences.get(""aisle""):
        for seat in available_seats:
            if seat.get(""type"") == ""aisle"":
                return seat
    return available_seats[0] if available_seats else None",Hard,Hard,Hard,
